alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-44846BB29765151E,TXN-000000757,ACC-0000052,CUST-000030,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-12T09:35:47,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000030-02"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000118"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-F7F3745B82941C80,TXN-000000757,ACC-0000052,CUST-000030,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-12T09:35:47,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-5E12E5335978FBA6,TXN-000000204,ACC-0000014,CUST-000010,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-12T10:13:47,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""Password"",""device_id"":""DEV-000010-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000038"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-97F0D43BC058B9C0,TXN-000000204,ACC-0000014,CUST-000010,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-12T10:13:47,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-9CBD677AC4B8E621,TXN-000001103,ACC-0000076,CUST-000040,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-12T15:50:44,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000040-04"",""ip_country"":""DE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000160"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-9D8754C4B70F4FFE,TXN-000000473,ACC-0000032,CUST-000021,AML004,High-risk geography,2026-01-01T00:00:00,2025-01-13T07:54:46,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""NL"",""merchant_country"":""SG""}",open,True
AML-1249240C8BB15520,TXN-000000473,ACC-0000032,CUST-000021,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-13T07:54:46,medium,18,"Device or session conditions observed: IP mismatch, new device.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000021-01"",""ip_country"":""NL"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000081"",""session_risk_signal"":""Low"",""unusual_ip_geography"":true}",open,True
AML-232C9B671CBB3382,TXN-000000473,ACC-0000032,CUST-000021,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-13T07:54:46,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Entertainment"",""novel_pattern"":false}",open,True
AML-E36292479ED65EA2,TXN-000000882,ACC-0000060,CUST-000034,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-13T15:20:57,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000034-03"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000135"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-9969307E1F9C8954,TXN-000000426,ACC-0000028,CUST-000018,AML004,High-risk geography,2026-01-01T00:00:00,2025-01-13T18:51:40,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""CA"",""ip_country"":""CA"",""merchant_country"":""TR""}",open,True
AML-EAD9E64AC5FAAC4C,TXN-000000426,ACC-0000028,CUST-000018,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-13T18:51:40,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000018-01"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000069"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-7FE473055C6829D0,TXN-000000426,ACC-0000028,CUST-000018,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-01-13T18:51:40,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000018"",""kyc_status"":""Verified"",""pep_flag"":true,""sanctions_screening_status"":""Clear""}",open,True
AML-039D5105B08ABA8E,TXN-000000426,ACC-0000028,CUST-000018,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-13T18:51:40,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Entertainment"",""novel_pattern"":false}",open,True
AML-BD1D862B19D78464,TXN-000001300,ACC-0000090,CUST-000045,AML004,High-risk geography,2026-01-01T00:00:00,2025-01-14T19:41:11,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":false,""customer_country"":""DE"",""ip_country"":""NL"",""merchant_country"":""NL""}",open,True
AML-6DBD88FA4EC2B140,TXN-000001300,ACC-0000090,CUST-000045,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-14T19:41:11,medium,18,"Device or session conditions observed: session risk, IP mismatch, new device.","{""authentication_method"":""MFA Push"",""device_id"":""DEV-000045-03"",""ip_country"":""NL"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000179"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-3186B51FE0F3ECC5,TXN-000001300,ACC-0000090,CUST-000045,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-01-14T19:41:11,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000045"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-706D72BD5379E8CD,TXN-000001300,ACC-0000090,CUST-000045,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-14T19:41:11,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[],""historical_merchant_categories"":[],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-CB79428203311210,TXN-000000079,ACC-0000006,CUST-000004,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-14T20:31:18,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Password"",""device_id"":""DEV-000004-02"",""ip_country"":""ES"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000014"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-5D3FA75820C9CC36,TXN-000000079,ACC-0000006,CUST-000004,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-14T20:31:18,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""POS""],""historical_merchant_categories"":[""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-BF53085F340AB656,TXN-000000608,ACC-0000041,CUST-000025,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-01-15T07:03:52,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""CA"",""distinct_prior_countries"":2,""historical_customer_geography"":[""CA"",""NL""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-6D9FCD7A41E15C7C,TXN-000000608,ACC-0000041,CUST-000025,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-15T07:03:52,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000025-04"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000100"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-ABA84B10EF2A38C0,TXN-000000608,ACC-0000041,CUST-000025,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-15T07:03:52,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""POS""],""historical_merchant_categories"":[""Electronics"",""Entertainment""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-992D1AFB7E48294E,TXN-000000696,ACC-0000047,CUST-000028,AML004,High-risk geography,2026-01-01T00:00:00,2025-01-15T09:17:32,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""GB"",""ip_country"":""GB"",""merchant_country"":""BR""}",open,True
AML-D8CF3E59E10D9747,TXN-000000696,ACC-0000047,CUST-000028,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-15T09:17:32,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000028-04"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000112"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-91CA73628FAE282C,TXN-000000414,ACC-0000027,CUST-000018,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-15T13:40:14,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000018-03"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000071"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-442BFA94E3B8758B,TXN-000000414,ACC-0000027,CUST-000018,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-01-15T13:40:14,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000018"",""kyc_status"":""Verified"",""pep_flag"":true,""sanctions_screening_status"":""Clear""}",open,True
AML-CB6D067800202FA7,TXN-000000414,ACC-0000027,CUST-000018,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-15T13:40:14,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM""],""historical_merchant_categories"":[""Entertainment""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-1C3FF41619130813,TXN-000001165,ACC-0000080,CUST-000042,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-16T06:07:35,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000042-03"",""ip_country"":""ES"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000167"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-08BC8DAE18341764,TXN-000001165,ACC-0000080,CUST-000042,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-01-16T06:07:35,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000042"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-D6ECE98AC71B83DD,TXN-000001165,ACC-0000080,CUST-000042,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-16T06:07:35,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Branch""],""historical_merchant_categories"":[""Cash Services""],""merchant_category"":""Entertainment"",""novel_pattern"":false}",open,True
AML-DFAADAE552FEBE36,TXN-000000437,ACC-0000029,CUST-000019,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-16T06:12:18,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Password"",""device_id"":""DEV-000019-04"",""ip_country"":""NL"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000076"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-361E4410F37770C8,TXN-000000437,ACC-0000029,CUST-000019,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-01-16T06:12:18,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""Mobile App""],""historical_merchant_categories"":[""Travel""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-CC2738D41D503BDE,TXN-000001219,ACC-0000084,CUST-000043,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-01-16T16:53:40,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""GB"",""distinct_prior_countries"":2,""historical_customer_geography"":[""NL"",""SG""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-FF2CDA5064F7EE96,TXN-000001219,ACC-0000084,CUST-000043,AML008,Device or session risk,2026-01-01T00:00:00,2025-01-16T16:53:40,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000043-01"",""ip_country"":""ES"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000169"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
